"","Adjusted","Implementation_year","Reserve_size","C_change","B_change","PV_change","C_per","B_per","PV_per","Transition_period","Payoff_period","B_per_50","Loss"
"79","IUU",2030,0.95,-296680.209866515,4566823.67217933,-8517532.92855524,-47.5760594518298,281.919159847111,-17.0872663620544,NA,NA,367.864813710489,NA
"80","IUU",2030,1,-309303.959867515,4613530.05510933,-8980016.69960371,-49.6004219154496,284.802438287516,-18.0150682796189,NA,NA,372.149479885393,NA
"81","IUU_20",2015,0.05,8048.60693309945,200784.107190304,3293266.08395746,1.24137561296472,11.8699140839643,4.89223453707249,2026,2056,12.1220997647415,2113.2084819369
"82","IUU_20",2015,0.1,27047.6750634584,350385.200343997,9797430.24253447,4.17169387078531,20.7140011357269,14.5543437381432,2023,2039,20.0964297333451,3497.83583464002
"83","IUU_20",2015,0.15,41162.9877894584,497395.509073997,14619406.3966086,6.34876688889568,29.4049267199328,21.7175178262671,2023,2038,28.1443238342392,5017.59696164003
"84","IUU_20",2015,0.2,55981.0701274583,656679.194573997,19471376.8758492,8.63423146657914,38.8214273001814,28.9252492838093,2023,2038,36.8782369844968,6714.03089164002
"85","IUU_20",2015,0.25,74811.6557654584,960787.290603997,25815273.596471,11.5385638539299,56.7996279786481,38.3492769344848,2024,2040,54.1636370277267,9966.5107312262
"86","IUU_20",2015,0.3,75856.5312754584,965822.312603997,26102275.548534,11.6997200623868,57.0972873869907,38.7756259832086,2024,2040,54.4045681667826,10005.8932912262
"87","IUU_20",2015,0.35,87915.0217054584,1422946.009204,30630234.9289409,13.5595594201036,84.1214332734147,45.5020303181625,2025,2046,81.5498177421823,15635.7644702761
"88","IUU_20",2015,0.4,89648.4803674583,1765416.672404,31587790.4080955,13.8269191417269,104.36754440914,46.9245045024087,2026,2053,102.60551505717,20440.9854686658
"89","IUU_20",2015,0.45,81339.5031264584,2196619.737204,29983583.9410355,12.5453853556455,129.859319647441,44.5414130416316,2028,2072,130.107711386973,27435.0529400113
"90","IUU_20",2015,0.5,76835.6568664584,2332822.386204,28841314.5661487,11.8507353425216,137.911320197992,42.844541442436,2029,2079,139.02932195998,29877.6674890852
"91","IUU_20",2015,0.55,47564.6277574584,2888487.158604,22667337.7673749,7.33612281338175,170.760997396906,33.6729343642284,2032,2112,176.240736331116,41984.4556862516
"92","IUU_20",2015,0.6,4316.69226345839,3314354.392004,15155778.3592562,0.665784346169721,195.937330037827,22.5143126717139,2035,NA,206.236705214476,54304.6794212841
"93","IUU_20",2015,0.65,-43252.9674165417,3745667.098104,6688045.40318245,-6.67111456498665,221.435587028241,9.93526969058011,2042,NA,237.097423029423,70468.5500448064
"94","IUU_20",2015,0.7,-72172.4982125417,3936965.954804,2106703.69410454,-11.1315138076059,232.744753999497,3.12956448368462,2064,NA,251.331384568703,89146.2207266099
"95","IUU_20",2015,0.75,-141680.197155542,4396504.250304,-8811669.44210307,-21.8520227227935,259.911645653458,-13.0899697974358,2078,NA,285.487716394482,142364.894548379
"96","IUU_20",2015,0.8,-208503.442949542,4726854.342204,-17922314.6471058,-32.1584954325838,279.441215315892,-26.6240760587092,2090,NA,310.639958278776,198957.083368141
"97","IUU_20",2015,0.85,-274706.979161542,5000922.269204,-26018888.2358646,-42.3693873333459,295.643507380656,-38.6517519078698,2098,NA,331.480642043454,258560.52244024
"98","IUU_20",2015,0.9,-314391.522349542,5181026.845904,-31389186.4905381,-48.4901265537736,306.290893179631,-46.6294730898529,2100,NA,345.387938317136,295094.466176069
"99","IUU_20",2015,0.95,-386073.949613542,5438958.319004,-39666334.4091786,-59.5460543464083,321.539233638896,-58.9253969185675,2108,NA,365.045052833218,370871.522674142
"100","IUU_20",2015,1,-444417.160263042,5640370.756504,-46295096.8132176,-68.5446101815188,333.44629322654,-68.7726001339595,NA,NA,380.436184766713,NA
"101","IUU_20",2020,0.05,5860.12511103111,190552.931841006,1904493.39946812,0.863067056135116,10.7701054340653,2.82917307634584,2028,2048,11.4724159721564,1856.98331501133
"102","IUU_20",2020,0.1,25389.9657070311,339337.355051006,6073486.20039086,3.73938141984193,19.1794429836723,9.02231724326405,2026,2038,19.5202434280184,3255.77988066578
"103","IUU_20",2020,0.15,42215.048216031,488938.083041006,9465238.88877405,6.2173446296953,27.6349183096022,14.0608515801524,2026,2037,27.7170647158919,4709.13456066579
"104","IUU_20",2020,0.2,55924.3375700311,634079.428301006,12122748.4770696,8.23642029451151,35.8383480663092,18.008649235653,2026,2038,35.8106521088677,6154.96792066577
"105","IUU_20",2020,0.25,89283.1484830311,1261740.06666101,17847685.8572239,13.1494366867136,71.3139043153745,26.5131883977324,2027,2042,72.1978298409417,12450.5921357798
"106","IUU_20",2020,0.3,84464.405433031,1106484.11326101,17152064.1351828,12.4397422178009,62.5387940547803,25.4798247494942,2027,2041,62.9893512004415,10708.4427457798
"107","IUU_20",2020,0.35,95275.489003031,1414770.68506101,18456037.5423001,14.0319761536987,79.9632380143354,27.4169102005216,2027,2044,81.3056861481818,14188.5789857798
"108","IUU_20",2020,0.4,88435.2829830311,1261163.62456101,17741173.5105708,13.0245648167076,71.2813236453546,26.3549616149389,2027,2042,72.2698918375117,12441.5855757798
"109","IUU_20",2020,0.45,82817.6276660311,2495596.60486101,13874546.0211326,12.1972082082799,141.05182374037,20.6109887597783,2030,2079,149.932458644218,27746.936374397
"110","IUU_20",2020,0.5,68751.7417890311,2740258.52356101,11199373.7791485,10.1256137481304,154.880184367738,16.6369527858428,2031,2096,166.552882248413,31803.2228941468
"111","IUU_20",2020,0.55,74698.7040340311,2584588.97486101,12730817.8490723,11.0014699970144,146.081697584175,18.9119516552366,2031,2086,156.141224058369,28995.5533931468
"112","IUU_20",2020,0.6,58163.1565900311,2873935.05886101,9672528.43874408,8.56614891023227,162.435619833002,14.3687854453718,2032,2105,175.732669226945,34128.9579832516
"113","IUU_20",2020,0.65,-49041.4137609689,3954211.12516101,-6327662.31011709,-7.22271757026297,223.493127684186,-9.39990227794498,2048,NA,251.928348857799,67385.8570885241
"114","IUU_20",2020,0.7,-66801.177109969,4090504.03866101,-8755134.16372643,-9.83833863310078,231.196441583002,-13.0059730649253,2070,NA,261.879324443837,89588.7385732011
"115","IUU_20",2020,0.75,-105082.669978969,4293592.70316101,-12713489.251346,-15.4763574004325,242.675070161404,-18.8862095853761,2078,NA,277.074983940107,115819.009162379
"116","IUU_20",2020,0.8,-132970.095237969,4474239.01226101,-16135365.326885,-19.5835594764029,252.885250484975,-23.9694929751797,2082,NA,290.365465586705,138199.608567669
"117","IUU_20",2020,0.85,-274525.366440969,5120721.77856101,-29892611.0025715,-40.4315258393744,289.424638712109,-44.4062291073171,2100,NA,339.460183638769,259609.794181069
"118","IUU_20",2020,0.9,-308488.723031969,5243219.27706101,-32717053.8055897,-45.4335784635211,296.348231865507,-48.602010272119,2102,NA,348.830896869166,288596.362467735
"119","IUU_20",2020,0.95,-350392.107943969,5390984.81346101,-36195839.6314397,-51.6050219690563,304.699981645337,-53.769834534265,2108,NA,360.305095587384,333123.990180142
"120","IUU_20",2020,1,-384756.557790969,5502236.19056101,-38843550.7635116,-56.6661467749624,310.987940846363,-57.7030763354133,2112,NA,368.882787868096,370231.038945943
"121","IUU_20",2025,0.05,6939.73960156459,191405.935273088,1525579.30655017,0.978145870978186,10.368845224694,2.26628693407343,2031,2043,11.7345376964699,1402.34348414681
"122","IUU_20",2025,0.1,27821.0232485646,339215.851483087,4648149.56578489,3.92133143019318,18.3760062443866,6.90494462223549,2030,2038,19.9195832106684,2456.78791239701
"123","IUU_20",2025,0.15,45793.7493735646,491742.188993088,7229040.18014103,6.45456017633044,26.6386653101789,10.7389233950694,2030,2038,28.5029531049667,3561.507422397
"124","IUU_20",2025,0.2,60805.9834405646,649624.292983087,9240961.09867865,8.57051201456418,35.1914570388455,13.7276831865099,2030,2038,37.4873748940928,4765.513322397
"125","IUU_20",2025,0.25,74626.6412905646,806289.779413088,11071499.1164746,10.5185129751668,43.6783421426246,16.4469940569731,2030,2038,46.4881667498799,5960.604312397
"126","IUU_20",2025,0.3,90947.7382105646,1102900.68528309,13090195.0810098,12.8189470661712,59.7463526279543,19.445818351882,2030,2040,64.0428921187226,8317.911052397
"127","IUU_20",2025,0.35,101674.054470565,1427635.98255309,14236349.3510028,14.3308052284227,77.3379180701835,21.1484597257948,2031,2042,83.7172361997477,10369.7115841468
"128","IUU_20",2025,0.4,105661.277570565,1709038.71135309,14349008.8890095,14.8927983341949,92.5820709569305,21.3158183402484,2031,2044,101.223266663004,12894.5388841468
"129","IUU_20",2025,0.45,92156.0434955646,2344932.27215309,12382670.6730935,12.9892558808042,127.029706563985,18.3947728150723,2032,2056,142.58863358502,18516.6626942516
"130","IUU_20",2025,0.5,102414.986012565,2209103.54205309,13258466.9017315,14.435238416135,119.671590539713,19.6957904293983,2032,2052,133.32064740638,17056.9754172516
"131","IUU_20",2025,0.55,53206.0648265646,3131754.38115309,7199860.54214951,7.4993149035979,169.65344577013,10.6955762992893,2035,2108,196.00955796179,27328.9964882841
"132","IUU_20",2025,0.6,55960.3918075645,3031494.33305309,7946179.00941491,7.8875331536287,164.222156925894,11.8042513997966,2034,2102,189.11769242856,26125.3535104397
"133","IUU_20",2025,0.65,-26514.5834404355,3865244.54855309,-163731.766901866,-3.73719070195679,209.388086228141,-0.243227711879199,2070,NA,248.47485652524,52921.0948732011
"134","IUU_20",2025,0.7,-31650.7403694354,3877215.11965309,-460060.035093009,-4.46112430483501,210.036556187079,-0.683430905193889,2072,NA,249.437696932382,55659.5135768357
"135","IUU_20",2025,0.75,-138254.893072435,4576561.02245309,-9009512.82314952,-19.4868194724258,247.921533026022,-13.3838608755403,2094,NA,301.079080234859,138369.46773126
"136","IUU_20",2025,0.8,-146348.090001435,4590983.90805309,-9317516.87905518,-20.6275434208186,248.702849803197,-13.8414087490226,2096,NA,302.609109291547,144281.653014532
"137","IUU_20",2025,0.85,-241909.680991435,5055607.00625309,-15841626.0558472,-34.0968061046664,273.872419316181,-23.5331391758511,2114,NA,337.712215326512,238240.762076453
"138","IUU_20",2025,0.9,-269693.990110435,5152944.19355309,-17411223.9488402,-38.0129627334546,279.145370900889,-25.8648168417492,2116,NA,345.343103788707,263700.822343629
"139","IUU_20",2025,0.95,-371249.058451435,5546127.10115309,-23455143.9285606,-52.3269970456731,300.444881326639,-34.8432139803415,NA,NA,375.557204358628,NA
"140","IUU_20",2025,1,-384085.685585435,5585826.70855309,-24119938.1715282,-54.1363003552061,302.595489060012,-35.8307827682871,NA,NA,378.810741842966,NA
"141","IUU_20",2030,0.05,7545.28262697428,191390.545841106,1249135.96644293,1.01984208294377,9.95859840187403,1.85562401916325,2035,2044,11.8966805408476,1144.64846128412
"142","IUU_20",2030,0.1,29235.7162129743,339786.366701106,3596691.35578822,3.95158341881079,17.6800580903169,5.34297870577117,2035,2041,20.2517590698076,1874.89797128411
"143","IUU_20",2030,0.15,47403.6626689743,489136.521891106,5477064.58928463,6.40721527152086,25.4511745279572,8.1363221293888,2034,2041,28.761790120445,3059.48644343967
"144","IUU_20",2030,0.2,63516.4662659743,649491.334351106,7096712.85194604,8.58506810948911,33.7948948098499,10.5423518167326,2034,2041,38.0153280586514,4083.11662343965
"145","IUU_20",2030,0.25,96491.9523059743,1093108.35588111,10261016.5632277,13.042129565198,56.8775593282973,15.2430074125379,2035,2042,64.1376788759513,6355.68539128412
"146","IUU_20",2030,0.3,94985.9937159743,1103788.04050111,10230236.1287608,12.8385798744598,57.4332539145782,15.1972822752819,2035,2042,64.9071504426164,6420.53087128411
"147","IUU_20",2030,0.35,110694.584551974,1589530.38142111,11573194.2401152,14.9617981540542,82.7078194828504,17.1922815348546,2035,2045,94.7779067958422,9653.94977128413
"148","IUU_20",2030,0.4,102850.006925974,1257867.30782111,10886735.8934226,13.90150249895,65.4504396044542,16.1725297780422,2035,2043,74.1752805099809,7429.54538128412
"149","IUU_20",2030,0.45,106519.104415974,2326968.04425111,11130088.6267917,14.3974282596827,121.078813714914,16.5340366029994,2036,2052,142.480375479783,14396.4169679579
"150","IUU_20",2030,0.5,96751.2188469743,2463025.99816111,10568403.0881355,13.0771727759408,128.158298840032,15.6996381029586,2036,2055,151.928515334431,15499.7853259578
"151","IUU_20",2030,0.55,70440.3863079743,3008917.54692111,8525690.24613526,9.52092503982137,156.562600009595,12.665134961829,2038,2088,189.523126261783,19541.3467606553
"152","IUU_20",2030,0.6,79417.2775379743,2873647.62060111,9160113.32401341,10.7342674556023,149.524118217551,13.6075869712564,2037,2077,180.039042890121,18656.635980394
"153","IUU_20",2030,0.65,-7764.59674702573,3830284.38111111,3699627.10343577,-1.04948520965882,199.300669470496,5.49589244046192,2081,NA,249.106633594484,41508.9586373265
"154","IUU_20",2030,0.7,-40329.3328800257,4034168.68316111,2190819.42076252,-5.45102852755451,209.909353800431,3.25451932217821,2093,NA,264.644699336783,62216.4329540622
"155","IUU_20",2030,0.75,-97294.3190010258,4438437.25035111,-895601.578753911,-13.1505797534839,230.944605512857,-1.33043947639163,2107,NA,295.266143017343,111390.075390445
"156","IUU_20",2030,0.8,-113770.331638026,4504743.21949111,-1494048.18426754,-15.3775249690622,234.394695042674,-2.21944749890505,2109,NA,300.374264168281,123580.338795182
"157","IUU_20",2030,0.85,-237143.944625026,5110064.71653111,-6855681.98897542,-32.05305704246,265.891306678063,-10.1842941907389,2121,NA,346.921745414859,235277.552730232
"158","IUU_20",2030,0.9,-285905.623811026,5288027.80217111,-8634838.55016974,-38.6438257289907,275.151235858256,-12.8272776108747,2129,NA,360.743548215774,284802.451553673
"159","IUU_20",2030,0.95,-341974.077717026,5499299.80730111,-10739393.4813646,-46.2221990843519,286.144323543972,-15.9536487865398,NA,NA,377.138794449378,NA
"160","IUU_20",2030,1,-356950.253168026,5555641.72908111,-11306253.6135513,-48.2464219957479,289.075955144326,-16.7957342800726,NA,NA,381.55799797053,NA
"161","IUU_20_legal",2015,0.05,20500.7665865044,283788.918058809,34163260.6370809,3.1619324808757,16.7769756405397,50.7504341668296,2020,2029,11.9787326302559,4369.73350902903
"162","IUU_20_legal",2015,0.1,38184.2680294584,432501.778643997,37737398.3714595,5.88934451945265,25.568552339654,56.0599110261574,2021,2031,19.9727561299532,5634.47806290811
"163","IUU_20_legal",2015,0.15,51126.6453424584,578413.351683997,40098724.8996474,7.88551003029081,34.1945230904133,59.5677245158661,2021,2033,28.0320190637941,7280.89915690812
"164","IUU_20_legal",2015,0.2,64693.3285314584,736496.792063997,42377322.498215,9.97796525883277,43.5400678233417,62.9526419758021,2022,2035,36.7949260144974,8718.89920954013
"165","IUU_20_legal",2015,0.25,81433.2310374584,1038010.696604,44582195.9535216,12.5598414651234,61.3649056159977,66.2280402560903,2023,2038,54.1395852197989,11989.44952964
"166","IUU_20_legal",2015,0.3,82425.3148264583,1043027.244704,44751850.2043454,12.7128553508702,61.6614728880708,66.4800661671712,2023,2038,54.3795633891513,12058.81747064
"167","IUU_20_legal",2015,0.35,91847.7447444584,1495692.617704,44413983.3816989,14.1661223338772,88.422052505077,65.9781559975878,2024,2045,81.6091421778978,17825.2691282262
"168","IUU_20_legal",2015,0.4,91777.4207354584,1834502.816004,42352897.2489338,14.1552759215099,108.451765020023,62.9163576170338,2025,2053,102.726954631853,22719.2681102761
"169","IUU_20_legal",2015,0.45,81388.6759824584,2260651.255904,37693647.0362189,12.5529695232866,133.644721969719,55.9949172516338,2027,2074,130.315937498218,29837.3948377798
"170","IUU_20_legal",2015,0.5,76249.7246734584,2395144.342504,35763869.9792379,11.7603641837252,141.595656957397,53.1281820026958,2028,2082,139.267320247126,32335.1321440113
"171","IUU_20_legal",2015,0.55,44921.0307794583,2943564.196904,26742373.4813717,6.92838805303451,174.017030564912,39.7265085217899,2031,2115,176.559575771262,44659.6295991468
"172","IUU_20_legal",2015,0.6,470.126616458409,3363296.494904,17783357.7854156,0.0725099040775673,198.830679340424,26.4176519373072,2035,NA,206.514178757673,56794.1276932841
"173","IUU_20_legal",2015,0.65,-48489.5178945416,3788142.735804,8054085.93824258,-7.47877309688921,223.946653154021,11.9645593119736,2042,NA,237.376080294854,73028.5774668064
"174","IUU_20_legal",2015,0.7,-77776.9521485417,3976383.566304,3108195.04594718,-11.9959158709646,235.075036353252,4.61730657775079,2066,NA,251.599045392426,92948.2625893795
"175","IUU_20_legal",2015,0.75,-148315.379557542,4428532.385504,-8700147.97011096,-22.875399027523,261.805078447585,-12.9243016786152,2080,NA,285.719188592113,147231.381602523
"176","IUU_20_legal",2015,0.8,-215331.341482542,4753299.853904,-18132770.4737577,-33.2115952791929,281.004615707378,-26.936713798092,2092,NA,310.924030579412,204763.903812646
"177","IUU_20_legal",2015,0.85,-281175.505044542,5022662.744204,-26366470.2175924,-43.3670593963168,296.928756367769,-39.1680942051886,2102,NA,331.715564055155,268172.289412735
"178","IUU_20_legal",2015,0.9,-320891.796608542,5199626.479304,-31836872.5577723,-49.4926953224782,307.390462530715,-47.2945226740811,2102,NA,345.626340102491,302831.332856735
"179","IUU_20_legal",2015,0.95,-391539.850660542,5453118.855004,-40111964.180021,-60.3890867269213,322.37637333115,-59.5873918197033,2110,NA,365.299057186754,379751.996937427
"180","IUU_20_legal",2015,1,-449035.908883542,5650966.434104,-46701945.6540733,-69.2569821419787,334.072686343671,-69.3769849300432,NA,NA,380.654547415901,NA
"181","IUU_20_legal",2020,0.05,18243.7547380311,274065.169861006,33491841.039316,2.68690230946845,15.4902406732367,49.7529762886813,2019,2027,11.1458226221726,3133.00335759685
"182","IUU_20_legal",2020,0.1,36655.0734210311,422863.396071006,35722688.0075316,5.39848308875771,23.9003583722955,53.0669558391936,2019,2029,19.2265647857091,3133.00335759685
"183","IUU_20_legal",2020,0.15,52440.6619230311,572408.309781006,37345881.0179502,7.72335178006526,32.3526790593829,55.4782500784237,2019,2030,27.4635716731691,3133.00335759685
"184","IUU_20_legal",2020,0.2,65208.4364950311,717427.550471006,38437355.1027064,9.6037631031119,40.5492074313661,57.0996624156803,2019,2031,35.5901715238166,3133.00335759685
"185","IUU_20_legal",2020,0.25,95161.9412840311,1343882.88126101,38714616.8041738,14.0152530814586,75.9566393567385,57.5115416803249,2019,2035,72.1076928283546,3133.00335759685
"186","IUU_20_legal",2020,0.3,91111.641658031,1189015.71036101,39197454.897979,13.4187333641411,67.2035031926615,58.2288098712304,2019,2034,62.8662825955014,3133.00335759685
"187","IUU_20_legal",2020,0.35,100373.126830031,1496522.11406101,38162691.0306904,14.7827456661636,84.5838518312362,56.6916419952346,2019,2037,81.2432937029506,3133.00335759685
"188","IUU_20_legal",2020,0.4,94341.4834550311,1343286.51046101,38636149.8597621,13.8944177563176,75.9229323109757,57.3949770513404,2019,2035,72.1770700963466,3133.00335759685
"189","IUU_20_legal",2020,0.45,83266.032865031,2573066.17716101,27554180.4867235,12.2632483947476,145.430425809317,40.9324314778843,2019,2053,150.112735257082,3133.00335759685
"190","IUU_20_legal",2020,0.5,68246.6087220311,2816420.79886101,23903472.2097825,10.0512187990752,159.184897641653,35.509212069721,2019,2066,166.822419940733,3133.00335759685
"191","IUU_20_legal",2020,0.55,74940.7617100311,2661558.94706101,26119617.8799133,11.037119748834,150.432062114608,38.801352470389,2019,2057,156.380274878648,3133.00335759685
"192","IUU_20_legal",2020,0.6,57260.3981520311,2949364.60066101,21861918.5620812,8.43319252231844,166.698918802902,32.4764325307606,2019,2076,175.949554539931,3133.00335759685
"193","IUU_20_legal",2020,0.65,-53427.3725689689,4022960.86196101,2448652.82802229,-7.86867247481352,227.378882192115,3.63753565976835,2019,NA,253.552539779881,3133.00335759685
"194","IUU_20_legal",2020,0.7,-71618.726905969,4158289.56536101,-324156.236610778,-10.5478573620425,235.027698664219,-0.481542281745332,2019,NA,263.791271044139,3133.00335759685
"195","IUU_20_legal",2020,0.75,-110386.673690969,4359765.95096101,-4716979.30873536,-16.2575200518626,246.415200784612,-7.00719197329927,2019,NA,278.996748237012,3133.00335759685
"196","IUU_20_legal",2020,0.8,-138469.707142969,4539181.63396101,-8552461.04629325,-20.393530896262,256.555825774035,-12.7048970269085,2019,NA,292.698640925521,3133.00335759685
"197","IUU_20_legal",2020,0.85,-280589.202092969,5180375.18106101,-23485776.7320814,-41.3245949609205,292.79626584069,-34.8887148813594,2019,NA,341.879602810273,3133.00335759685
"198","IUU_20_legal",2020,0.9,-314565.786127969,5301814.69076101,-26486880.0790166,-46.328595695549,299.660061168812,-39.3469297488153,2019,NA,351.346792247315,3133.00335759685
"199","IUU_20_legal",2020,0.95,-356228.984218969,5448252.92896101,-30174532.2436678,-52.4646649849035,307.936791680146,-44.8250302358389,2019,NA,362.548374568802,3133.00335759685
"200","IUU_20_legal",2020,1,-390594.129476469,5558477.99596101,-32967306.7286105,-57.5258922094239,314.166743544951,-48.9737673138,2019,NA,371.174601566824,3133.00335759685
"201","IUU_20_legal",2025,0.05,19795.2025105646,275479.665473087,33874644.6721363,2.79010405469975,14.9232886104893,50.3216478404151,2019,2026,11.2991959127796,3133.00335759685
"202","IUU_20_legal",2025,0.1,40124.6028365645,423837.003823087,36009357.423655,5.65550248893729,22.9601045906414,53.4928180286808,2019,2027,19.526127993608,3133.00335759685
"203","IUU_20_legal",2025,0.15,57590.1488995646,576887.479823088,37664323.8313382,8.11724496729357,31.2511572946527,55.951312798477,2019,2029,28.1396729560433,3133.00335759685
"204","IUU_20_legal",2025,0.2,72090.7247685646,735264.714373088,38806851.2533369,10.1610793512048,39.830771243515,57.6485663972764,2019,2030,37.1613412812204,3133.00335759685
"205","IUU_20_legal",2025,0.25,85440.3549805646,892409.407943087,39804975.3903559,12.0426896738759,48.3436159637403,59.1313052366125,2019,2031,46.1553777251602,3133.00335759685
"206","IUU_20_legal",2025,0.3,101023.998560565,1189776.35742309,40450809.3659045,14.2391808245145,64.4525828549621,60.0907080641694,2019,2033,63.7012790706349,3133.00335759685
"207","IUU_20_legal",2025,0.35,111009.302319565,1515228.00222309,40256725.0248871,15.6465943880042,82.0829542864366,59.8023908300095,2019,2035,83.3246821191247,3133.00335759685
"208","IUU_20_legal",2025,0.4,114697.839401565,1797145.76722309,39330975.2053613,16.1664881482679,97.3550077220108,58.4271658835226,2019,2036,100.799426634485,3133.00335759685
"209","IUU_20_legal",2025,0.45,101617.648563565,2433938.15622309,35383143.4595279,14.322854900572,131.851334663929,52.5625612280397,2019,2042,142.122382435057,3133.00335759685
"210","IUU_20_legal",2025,0.5,111816.371642565,2297999.80192309,36604422.2395332,15.7603495965869,124.487280075835,54.3768019758681,2019,2040,132.844182241393,3133.00335759685
"211","IUU_20_legal",2025,0.55,64498.7590405645,3221559.87862309,28143529.250712,9.09100318757226,174.51839053929,41.8079298439306,2019,2073,195.733098971183,3133.00335759685
"212","IUU_20_legal",2025,0.6,66670.9849415646,3121215.89772309,29147006.5931539,9.39717516489199,169.082554886141,43.2986210063307,2019,2063,188.820120237656,3133.00335759685
"213","IUU_20_legal",2025,0.65,-14218.9242774354,3955282.25472309,19249784.8571375,-2.00413601521724,214.265610210515,28.5960459204882,2019,NA,248.66163878278,3133.00335759685
"214","IUU_20_legal",2025,0.7,-19217.6276424354,3967308.88122309,18959962.1230769,-2.70869574475192,214.917116803431,28.1655068638959,2019,NA,249.855740525389,3133.00335759685
"215","IUU_20_legal",2025,0.75,-126240.094887435,4666359.10532309,9155338.71785322,-17.7933517185861,252.786076131359,13.600488957999,2019,NA,302.438158659037,3133.00335759685
"216","IUU_20_legal",2025,0.8,-134809.141818435,4680616.24912309,8840591.99093418,-19.0011460098714,253.558414341235,13.1329246749123,2019,NA,303.387414223137,3133.00335759685
"217","IUU_20_legal",2025,0.85,-232761.182759435,5144465.14682309,1595317.97649147,-32.8073390230392,278.686043853006,2.36988550532372,2019,NA,339.074268935468,3133.00335759685
"218","IUU_20_legal",2025,0.9,-262077.188284435,5241375.84982309,-103067.903755769,-36.9393859591213,283.935891923755,-0.153109997363716,2019,NA,346.467339127008,3133.00335759685
"219","IUU_20_legal",2025,0.95,-367324.210633435,5633196.43122309,-6695437.20619417,-51.7737956421897,305.161602393964,-9.9462425802168,2019,NA,376.629748645334,3133.00335759685
"220","IUU_20_legal",2025,1,-380700.555449335,5672810.58252309,-7412349.67026383,-53.6591713481461,307.307580798193,-11.0112343136649,2019,NA,379.498365867498,3133.00335759685
"221","IUU_20_legal",2030,0.05,20829.1639709743,275330.895921106,34106109.5326934,2.81532965964645,14.3262552915379,50.6655142028289,2019,2026,11.4088588564953,3133.00335759685
"222","IUU_20_legal",2030,0.1,42471.3128789742,424324.445701106,36054989.2668753,5.74054469967801,22.0788165280813,53.5606258178651,2019,2026,19.8207739559419,3133.00335759685
"223","IUU_20_legal",2030,0.15,60578.7765339743,574280.961561106,37565001.2656734,8.18800152319388,29.8814836485031,55.8037879791257,2019,2026,28.3747167193792,3133.00335759685
"224","IUU_20_legal",2030,0.2,76624.5930909743,735278.013941106,38811620.6787071,10.3568002003333,38.258621513343,57.6556735926413,2019,2026,37.6636747888638,3133.00335759685
"225","IUU_20_legal",2030,0.25,109386.831235974,1180632.85001111,41035597.5102044,14.7850384577377,61.4317095008532,60.9594491122437,2019,2026,63.8751887326505,3133.00335759685
"226","IUU_20_legal",2030,0.3,107884.663545974,1191347.20613111,40992967.7609885,14.5820011559376,61.9892081446071,60.8961215092437,2019,2026,64.6393636383204,3133.00335759685
"227","IUU_20_legal",2030,0.35,123278.208880974,1678869.74327111,41456076.0424988,16.662636980262,87.3564024221691,61.5840809257762,2019,2026,94.5834303544699,3133.00335759685
"228","IUU_20_legal",2030,0.4,115629.836795974,1346000.10050111,41349472.0097364,15.6288610299206,70.0362412932398,61.4257178579856,2019,2026,73.9462323153952,3133.00335759685
"229","IUU_20_legal",2030,0.45,118799.616093974,2418805.88125111,39869497.1807269,16.0572975089184,125.857399473999,59.2271766949387,2019,2026,142.383536888599,3133.00335759685
"230","IUU_20_legal",2030,0.5,108722.447232974,2555245.24770111,39137664.2915959,14.695238406634,132.956730586256,58.1400198732901,2019,2026,151.843240546808,3133.00335759685
"231","IUU_20_legal",2030,0.55,81886.4061359743,3102711.17217111,36378300.0425832,11.0680019725093,161.442951034332,54.0409123976891,2019,2026,189.433338205985,3133.00335759685
"232","IUU_20_legal",2030,0.6,90799.7352439743,2967077.41537111,37180351.8265236,12.2727531492206,154.385538100101,55.2323812168366,2019,2026,179.928653916958,3133.00335759685
"233","IUU_20_legal",2030,0.65,2889.61642797431,3926141.42008111,30609737.3307921,0.390568860373573,204.288385822418,45.4715622135527,2019,2026,248.872428229101,3133.00335759685
"234","IUU_20_legal",2030,0.7,-29765.2840410257,4130406.15958111,28891796.6688672,-4.02316132828355,214.916865402766,42.9195166065057,2019,2026,264.146509762467,3133.00335759685
"235","IUU_20_legal",2030,0.75,-86994.2795310257,4535525.08838111,25390192.3018912,-11.7583968192178,235.996363865903,37.7177920997088,2019,2026,294.362990919828,3133.00335759685
"236","IUU_20_legal",2030,0.8,-103848.157156026,4601910.04528111,24731159.7107674,-14.036415352455,239.45056335516,36.7387820172571,2019,2026,299.544040323099,3133.00335759685
"237","IUU_20_legal",2030,0.85,-227608.948399026,5208222.52068111,18798537.1080274,-30.7642795515783,270.998738433606,27.9257165912219,2019,2026,346.319619115421,3133.00335759685
"238","IUU_20_legal",2030,0.9,-276308.835280026,5386404.60828111,16863404.5818156,-37.346696212591,280.270062913182,25.0510268117512,2019,2026,359.949502574905,3133.00335759685
"239","IUU_20_legal",2030,0.95,-332422.290886026,5597997.54638111,14573650.4124071,-44.9311521270469,291.279849660746,21.6495373431285,2019,2026,376.576525325603,3133.00335759685
"240","IUU_20_legal",2030,1,-347467.081061026,5654383.45028111,13957904.1095281,-46.9646492017187,294.213769776805,20.7348301695076,2019,2026,380.926738052346,3133.00335759685
